"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL1201613";"INSULIN GLULISINE";"APIDRA|APIDRA SOLOSTAR|GLULISINE APIDRA|HMR 1964|HMR-1964|HMR1964|INS APIDRA|INS APIDRA OPTICLIK|INS APIDRA OPTISET|INS APIDRA SOLOSTAR|INSULIN GLULISINE|INSULIN GLULISINE RECOMBINANT|INSULIN, GLULISINE, HUMAN|INSULIN,GLULISINE,HUMAN|Insulin Glulisine Recombinant|Insulin glulisine recombinant";"HMR 1964|HMR-1964|HMR1964";"4.0";"Sanofi Aventis Us Llc";"";"2003";"";"";"2004";"A10AB06";"A10AB - Insulins and analogues for injection, fast-acting";"A10A - INSULINS AND ANALOGUES";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL361497";"ARTESUNATE";".ALPHA.-ARTESUNIC ACID|ARTESUNATE|ARTESUNATUM|ARTESUNIC ACID|Arsumax|DIHYDROQINGHAOSU HEMISUCCINATE|LJPC-0118|NSC-712571|PLASMOTRIN|QINGHAOZHI|SAPHNATE|ZYSUNATE";"LJPC-0118|NSC-712571";"4.0";"Amivas Inc";"'arte-'";"2002";"antimalarials (artemisin derivatives)";"'arte-(arte-)'";"2020";"P01BE03";"P01BE - Artemisinin and derivatives, plain";"P01B - ANTIMALARIALS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"1";"0";"0";"Prescription Only";"C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3"
"CHEMBL3833381";"MERBROMIN";"MERBROMIN|MERBROMIN SODIUM|MERCUROCHROME|NSC-757381";"NSC-757381";"4.0";"";"";"";"";"";"";"D08AK04";"D08AK - Mercurial products";"D08A - ANTISEPTICS AND DISINFECTANTS";"D08 - ANTISEPTICS AND DISINFECTANTS";"D - DERMATOLOGICALS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201348";"MENADIOL DIPHOSPHORIC ACID";"";"";"4.0";"Hoffmann La Roche Inc|Eli Lilly And Co";"";"";"";"";"";"";"";"";"";"";"Vitamin (prothrombogenic)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Discontinued";"Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O"
"CHEMBL1201642";"INSULIN ZINC SUSP PROMPT BEEF";"INSULIN ZINC SUSP PROMPT BEEF|Insulin zinc susp prompt beef|SEMILENTE INSULIN";"";"4.0";"Novo Nordisk Inc";"";"";"";"";"1982";"";"";"";"";"";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL1200572";"MAGNESIUM OXIDE";"E-530|E530|HEAVY MAGNESIUM OXIDE|INS NO.530|INS-530|LIGHT MAGNESIUM OXIDE|MAG OX|MAG-OX 400|MAGDOSE|MAGNESIA|MAGNESIA OXYDATA|MAGNESII OXIDUM|MAGNESIUM (AS OXIDE)|MAGNESIUM OXIDE|MAGNESIUM OXIDE HEAVY|MAGNESIUM OXIDE, HEAVY|MAGNESIUM OXIDE, LIGHT|MAGSTAR|OROMAG 160|OXIMAG|URO-MAG";"E-530|INS NO.530|INS-530";"4.0";"Hetero Labs Ltd Unit V|Ferring Pharmaceuticals Inc|Hospira Inc|Baxter Healthcare Corp";"";"";"";"";"1982";"A02AA02 | A12CC10 | A06AD02";"A02AA - Magnesium compounds | A12CC - Magnesium | A06AD - Osmotically acting laxatives";"A02A - ANTACIDS | A12C - OTHER MINERAL SUPPLEMENTS | A06A - DRUGS FOR CONSTIPATION";"A02 - DRUGS FOR ACID RELATED DISORDERS | A12 - MINERAL SUPPLEMENTS | A06 - DRUGS FOR CONSTIPATION";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Pharmaceutic Aid (sorbent)";"US-8450338-B2";"9:Inorganic";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"O=[Mg]"
"CHEMBL1652";"AMBENONIUM";"AMBENONIUM|AMBENONIUM CATION|AMBENONIUM ION|Ambenonium";"";"4.0";"Sanofi Aventis Us Llc";"'-ium; -onium'";"";"quaternary ammonium derivatives; quaternary ammonium derivatives";"'-ium(-ium); -onium(-onium)'";"1956";"N07AA30";"N07AA - Anticholinesterases";"N07A - PARASYMPATHOMIMETICS";"N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl"
"CHEMBL1200607";"PERFLEXANE";"AF-0150|AF0150|PERFLEXANE|PERFLUOROHEXANE";"AF-0150|AF0150";"4.0";"Vesselon Spv Llc";"";"1999";"";"";"2002";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"CHEMBL1200649";"QUINUPRISTIN";"QUINUPRISTIN|RP 57669|RP-57669";"RP 57669|RP-57669";"4.0";"King Pharmaceuticals Inc";"'-pris-; -pristin'";"1993";"steriodal compounds acting on progesterone receptors (excluding-gest- compounds); antibacterials, pristinamycin derivatives";"'-pris-(-pris-); -pristin(-pristin)'";"1999";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O"
"CHEMBL1200656";"NATAMYCIN";"ANTIBIOTIC A-5283|CL 12,625|CL-12625|DELVOCID|E-235|E235|INS NO.235|INS-235|MYCOPHYT|MYPROZINE|Myprozine|NATAMYCIN|NSC-759167|Natacyn|PIMAFUCIN|PIMARACIN|PIMARICIN|Pimaricin|SYNOGIL|TENNECETIN";"ANTIBIOTIC A-5283|CL 12,625|CL-12625|E-235|INS NO.235|INS-235|NSC-759167";"4.0";"Eyevance Pharmaceuticals Llc";"'-mycin'";"1977";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1978";"S01AA10 | D01AA02 | A07AA03 | A01AB10 | G01AA02";"S01AA - Antibiotics | D01AA - Antibiotics | A07AA - Antibiotics | A01AB - Antiinfectives and antiseptics for local oral treatment | G01AA - Antibiotics";"S01A - ANTIINFECTIVES | D01A - ANTIFUNGALS FOR TOPICAL USE | A07A - INTESTINAL ANTIINFECTIVES | A01A - STOMATOLOGICAL PREPARATIONS | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS";"S01 - OPHTHALMOLOGICALS | D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | A01 - STOMATOLOGICAL PREPARATIONS | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS";"S - SENSORY ORGANS | D - DERMATOLOGICALS | A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM | G - GENITO URINARY SYSTEM AND SEX HORMONES";"Antibacterial (ophthalmic)";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O"
"CHEMBL1200661";"UNOPROSTONE ISOPROPYL";"ISOPROPYL UNOPROSTONE|RESCULA|UF-021|UNOPROSTONE ISOPROPYL|UNOPROSTONE ISOPROPYL ESTER|Unoprostone Isopropyl|Unoprostone isopropyl";"UF-021";"4.0";"Sucampo Pharma Americas Llc";"'-prost-'";"";"prostaglandins";"'-prost-(-prost-)'";"2000";"S01EE02";"S01EE - Prostaglandin analogues";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"0";"1";"0";"Prescription Only";"CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O"
"CHEMBL1201747";"ALCAFTADINE";"ALCAFTADINE|LASTACAFT|R 89674|R-89674";"R 89674|R-89674";"4.0";"Allergan Inc";"";"2006";"";"";"2010";"S01GX11";"S01GX - Other antiallergics";"S01G - DECONGESTANTS AND ANTIALLERGICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"";"US-8664215-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1"
"CHEMBL193240";"ROFLUMILAST";"ARQ-151|B-9302-107|B9302-107|BY-217|BY217|BYK-20869|BYK20869|DALIRESP|DAXAS|ROFLUMILAST|ZORYVE";"B-9302-107|B9302-107|BY-217|BY217|BYK-20869|BYK20869";"4.0";"Micro Labs Ltd|Breckenridge Pharmaceutical Inc|Msn Laboratories Private Ltd|Astrazeneca Pharmaceuticals Lp|Hetero Labs Ltd Unit Iii|Mylan Pharmaceuticals Inc|Strides Pharma Global Pte Ltd|Zydus Pharmaceuticals Usa Inc|Prinston Pharmaceutical Inc|Torrent Pharmaceuticals Ltd";"'-ast'";"2002";"antiasthmatics/antiallergics (not acting primarily as antihistamines): type IV phosphodiesterase";"'-ast(-ast (-milast))'";"2011";"R03DX07";"R03DX - Other systemic drugs for obstructive airway diseases";"R03D - OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM";"";"US-8431154-B2";"1:Synthetic Small Molecule";"0";"1";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1"
"CHEMBL1200865";"LOTEPREDNOL ETABONATE";"ALREX|Airex|CDDD 5604|CDDD-5604|EYSUVIS|HGP-1|INVELTYS|KPI-121|LOTEMAX SM|LOTEPREDNOL|LOTEPREDNOL ETABONATE|Lotemax|Loteprednol|P-5604";"CDDD 5604|CDDD-5604|HGP-1|KPI-121|P-5604";"4.0";"Sun Pharmaceutical Industries Ltd|Alcon Laboratories Inc|Bausch And Lomb Inc|Pharmos Corp|Akorn Operating Co Llc";"'-pred-'";"1990";"prednisone and prednisolone derivatives";"'-pred-(-pred-)'";"1998";"S01BA14";"S01BA - Corticosteroids, plain";"S01B - ANTIINFLAMMATORY AGENTS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"Anti-Inflammatory (topical)";"US-9056057-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"0";"1";"0";"Prescription Only";"CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"
"CHEMBL1200877";"FLUMETHASONE PIVALATE";"FLUMETASONE PIVALATE|FLUMETHASONE 21-PIVALATE|FLUMETHASONE PIVALATE|LOCORTEN-VIOFORM|Locorten|NSC-107680";"NSC-107680";"4.0";"Novartis Pharmaceuticals Corp";"";"1963";"";"";"1982";"D07AB03 | D07XB01";"D07AB - Corticosteroids, moderately potent (group II) | D07XB - Corticosteroids, moderately potent, other combinations";"D07A - CORTICOSTEROIDS, PLAIN | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS";"D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS";"D - DERMATOLOGICALS | D - DERMATOLOGICALS";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"0";"1";"0";"Discontinued";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C"
"CHEMBL778";"DEXMEDETOMIDINE";"DEXMEDETOMIDINE|Dexmedetomidine|MEDETOMIDINE, (S)-|MPV-1440|Precedex";"MPV-1440";"4.0";"Actavis Inc|Hq Specialty Pharma Corp|American Regent Inc|Jiangsu Hengrui Pharmaceuticals Co Ltd|Zydus Pharmaceuticals Usa Inc|Akorn Operating Co Llc|Hikma Pharmaceuticals International Ltd|Fresenius Kabi Usa Llc|Bioxcel Therapeutics Inc|Hospira Inc";"";"1989";"";"";"1999";"N05CM18";"N05CM - Other hypnotics and sedatives";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Tranquilizer";"US-8242158-B1";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"Cc1cccc([C@H](C)c2c[nH]cn2)c1C"
"CHEMBL1200963";"BIMATOPROST";"AGN 192024|AGN-192024|BIMATOPROST|DURYSTA|LATISSE|Lumigan|PROSTAMIDE";"AGN 192024|AGN-192024";"4.0";"Micro Labs Ltd|Apotex Inc|Somerset Therapeutics Llc|Alembic Pharmaceuticals Ltd|Sandoz Inc|Gland Pharma Ltd|Allergan Inc|Akorn Operating Co Llc|Lupin Ltd";"'-prost'";"2001";"prostaglandins";"'-prost(-prost)'";"2001";"S01EE03";"S01EE - Prostaglandin analogues";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"";"US-7799336-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O"
"CHEMBL19236";"MOXONIDINE";"BDF-5896|BDF5896|BE-5895|BE5895|Cynt|FISIOTENS|LY-326869|LY326869|MOXONIDINE|NORMATENS|Norcynt|Nucynt|PHYSIOTENS";"BDF-5896|BDF5896|BE-5895|BE5895|LY-326869|LY326869";"4.0";"";"";"1998";"";"";"";"C02AC05";"C02AC - Imidazoline receptor agonists";"C02A - ANTIADRENERGIC AGENTS, CENTRALLY ACTING";"C02 - ANTIHYPERTENSIVES";"C - CARDIOVASCULAR SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1nc(C)nc(Cl)c1NC1=NCCN1"
"CHEMBL1201522";"TECHNETIUM TC 99M ALBUMIN AGGREGATED";"A-N STANNOUS AGGREGATED ALBUMIN|AN-MAA|LUNGAGGREGATE REAGENT|Macrotec|Pulmolite|TC 99M-LUNGAGGREGATE|TC99M-MP 4006|TC99M-MP-4006|TECHNETIUM TC 99M ALBUMIN AGGREGATED|TECHNETIUM TC 99M ALBUMIN AGGREGATED KIT|TECHNETIUM TC-99M ALBUMIN AGGREGATED|TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT|TechneScan MAA|Technetium Tc 99m MAA";"TC99M-MP 4006|TC99M-MP-4006";"4.0";"Mallinckrodt Medical Inc|Pharmalucence Inc|Syncor Pharmaceuticals Inc|Bracco Diagnostics Inc|Ge Healthcare|Draximage Inc|Jubilant Draximage Inc";"";"1974";"";"";"";"";"";"";"";"";"Radioactive Agent; Diagnostic Aid (lung imaging)";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL1201864";"DIENOGEST";"DIENOGEST|Endometrion|M 18575|M-18575|MJR-35|STS 557|STS-557|ZK 37659|ZK-37659";"M 18575|M-18575|MJR-35|STS 557|STS-557|ZK 37659|ZK-37659";"4.0";"Bayer Healthcare Pharmaceuticals Inc|Watson Laboratories Inc";"";"1999";"";"";"2010";"G03DB08";"G03DB - Pregnadien derivatives";"G03D - PROGESTOGENS";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"";"US-8153616-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N"
"CHEMBL1183349";"ISAVUCONAZONIUM";"BAL-8557|BAL-8557-000|BAL-8557000|BAL8557|BAL8557-000|ISAVUCONAZONIUM|ISAVUCONAZONIUM CATION|ISAVUCONAZONIUM ION";"BAL-8557-000|BAL-8557000|BAL8557|BAL8557-000";"4.0";"Astellas Pharma Us Inc";"'-ium; -onium'";"2013";"quaternary ammonium derivatives; quaternary ammonium derivatives";"'-ium(-ium); -onium(-onium)'";"2015";"";"";"";"";"";"";"US-6812238-B1";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"1";"1";"1";"0";"0";"Prescription Only";"CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1"
"CHEMBL622";"ETODOLAC";"(RS)-ETODOLIC ACID|AY-24,236|AY-24-236|AY-24236|EBRETIN|ECCOXOLAC|EDOLAN|ETODOLAC|ETODOLIC ACID|ETOLYN|ETOPAN XL|FLANCOX|LODIN XL|LODINE SR|LODINE XL|Lodine|NAPILAC|NIH-9918|NSC-282126|RAMODAR|TEDOLAN|ULTRADOL|ZEDOLAC";"AY-24,236|AY-24-236|AY-24236|NIH-9918|NSC-282126";"4.0";"Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Zydus Pharmaceuticals Usa Inc|Teva Pharmaceuticals Usa Inc|Ani Pharmaceuticals Inc|Sandoz Inc|Oxford Pharmaceuticals Llc|Bayshore Pharmaceuticals Llc|Actavis Elizabeth Llc";"'-ac'";"1975";"anti-inflammatory agents (acetic acid derivatives)";"'-ac(-ac)'";"1991";"M01AB08";"M01AB - Acetic acid derivatives and related substances";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS";"M - MUSCULO-SKELETAL SYSTEM";"Anti-Inflammatory";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3"
"CHEMBL773";"GLYCINE";"AMINOACETIC ACID|FEMA NO. 3287|GLYCINE|GLYCOCOLL|Glycine|Glycolixir|NSC-25936";"FEMA NO. 3287|NSC-25936";"4.0";"Icu Medical Inc|Hospira Inc|B Braun Medical Inc|Baxter Healthcare Corp";"'-ium'";"";"quaternary ammonium derivatives";"'-ium(-ium)'";"";"B05CX03";"B05CX - Other irrigating solutions";"B05C - IRRIGATING SOLUTIONS";"B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS";"B - BLOOD AND BLOOD FORMING ORGANS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Prescription Only";"NCC(=O)O"
"CHEMBL1201218";"CEFAMANDOLE NAFATE";"106223|Cefamandole nafate|Mandol";"106223";"4.0";"Eli Lilly And Co";"'cef-'";"1975";"cephalosporins";"'cef-(cef-)'";"1978";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"1";"0";"0";"Discontinued";"Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1"
"CHEMBL1201219";"VECURONIUM";"VECURONIUM|VECURONIUM CATION|VECURONIUM ION|Vecuronium";"";"4.0";"Hikma Farmaceutica Portugal Sa|Mylan Laboratories Ltd|Sagent Pharmaceuticals Inc|Hospira Inc|Watson Laboratories Inc|Sun Pharmaceutical Industries Ltd|Gland Pharma Ltd|Eugia Pharma Specialities Ltd|Teva Pharmaceuticals Usa|Organon Usa Inc";"'-ium; -onium'";"1984";"quaternary ammonium derivatives: neuromuscular blocking agents; quaternary ammonium derivatives: neuromuscular blocking agents";"'-ium(-ium (-curonium)); -onium(-onium (-curonium))'";"1984";"M03AC03";"M03AC - Other quaternary ammonium compounds";"M03A - MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM";"Neuromuscular Blocking Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1"
"CHEMBL499808";"CASPOFUNGIN";"CANCIDAS|CASPOFUNGIN|CASPOFUNGIN ACETATE|L-743,872|L-743872|MK-991";"L-743,872|L-743872|MK-991";"4.0";"Cipla Ltd|Fresenius Kabi Usa Llc|Mylan Laboratories Ltd|Gland Pharma Ltd|Merck And Co Inc|Xellia Pharmaceuticals Aps|Ubi Pharma Inc|Jiangsu Hengrui Pharmaceuticals Co Ltd";"'-fungin'";"1998";"antifungal antibiotics (undefined group)";"'-fungin(-fungin)'";"2001";"J02AX04";"J02AX - Other antimycotics for systemic use";"J02A - ANTIMYCOTICS FOR SYSTEMIC USE";"J02 - ANTIMYCOTICS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-9636407-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O"
"CHEMBL1201303";"PYRVINIUM";"PYRVINIUM|PYRVINIUM (CATION)|PYRVINIUM CATION|PYRVINIUM HYDROXIDE|PYRVINIUM ION|PYRVINUM (BASE)|Pyrvinium";"";"4.0";"Parke Davis Div Warner Lambert Co";"'-ium; -vin-'";"";"quaternary ammonium derivatives; vinca alkaloids";"'-ium(-ium); -vin-(-vin-)'";"1982";"P02CX01";"P02CX - Other antinematodals";"P02C - ANTINEMATODAL AGENTS";"P02 - ANTHELMINTICS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"Anthelmintic";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1"
"CHEMBL1200604";"TROPICAMIDE";"BISTROPAMIDE|MYDRIAFAIR|Mydriacyl|NODS|NSC-757372|RO-1-7683|TROPICAMIDE|TROPICAMIDUM|Tropicacyl|VISUMIDRIATIC";"NSC-757372|RO-1-7683";"4.0";"Akorn Operating Co Llc|Miza Pharmaceuticals Usa Inc|Sandoz Inc|Watson Laboratories Inc|Alcon Laboratories Inc|Alcon Pharmaceuticals Ltd|Pharmafair Inc|Bausch And Lomb Pharmaceuticals Inc|Bausch And Lomb Inc|Somerset Therapeutics Llc";"'trop-'";"1962";"atropine derivatives";"'trop-(trop-)'";"1960";"S01FA06 | S01FA56";"S01FA - Anticholinergics | S01FA - Anticholinergics";"S01F - MYDRIATICS AND CYCLOPLEGICS | S01F - MYDRIATICS AND CYCLOPLEGICS";"S01 - OPHTHALMOLOGICALS | S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS | S - SENSORY ORGANS";"Anticholinergic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Prescription Only";"CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1"
"CHEMBL1200614";"IOVERSOL";"IOVERSOL|MP 328|MP-328|OPTIRAY 160|OPTIRAY 240|OPTIRAY 300|OPTIRAY 320|OPTIRAY 350|Optiray";"MP 328|MP-328";"4.0";"Liebel-Flarsheim Co Llc";"'io-'";"1987";"iodine-containing contrast media";"'io-(io-)'";"1988";"V08AB07";"V08AB - Watersoluble, nephrotropic, low osmolar X-ray contrast media";"V08A - X-RAY CONTRAST MEDIA, IODINATED";"V08 - CONTRAST MEDIA";"V - VARIOUS";"Diagnostic Aid (radiopaque medium)";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"1";"0";"1";"Prescription Only";"O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I"
"CHEMBL1201764";"FESOTERODINE";"FESOTERODINE";"";"4.0";"Alkem Laboratories Ltd|Aurobindo Pharma Ltd|Dr Reddys Laboratories Ltd|Zydus Pharmaceuticals Usa Inc|Pfizer Inc";"";"2006";"";"";"2008";"G04BD11";"G04BD - Drugs for urinary frequency and incontinence";"G04B - UROLOGICALS";"G04 - UROLOGICALS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"";"US-6858650-B1";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1"
